id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes,image_link
9072,Fac mecum domine signum in,g00768,2,,,PL-WRu I F 414,,027v,,,,feast_0735,,,http://cantus.ispan.pl/source/36027,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---fe--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---de---c--d--dfgfe-fgfg--g---d--dgf--f---f---efgfg--fed--d---d--fe--f--d---dff---d---dfe--fg--gdgf--fe---fgfefed-efef---ed,,http://cantus.ispan.pl/node/36203
9087,Fac mecum domine signum in bonum,g00768,,,,I-BGc : MA 239 (Gamma III.18),,051v,,,,feast_0735,genre_in,,http://musmed.eu/source/8805,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,def-gf---fe--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---df---c--d--def-gf-efgfg--fg---d--gf--f---f---efgfg--fed--d---d--fe--fe--d---dff-ff---d---fe--f--gd-gf--fe---egfefede---ed,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/110/mode/1up
9091,Fac mecum domine signum in bonum,g00768,,,,V-CVbav : Vat.lat.05319,,058r,,,,feast_0735,genre_in,,http://musmed.eu/source/14915,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvasti me et consolatus es me,,ef---ef--ef---e--edec--dedc---edgf--ff---ff---efgfefd-efgf--ed-fefgfefed---cd---fe--de--e---e---e---e--f--e---fe---d--edf--gf--fefg-gfe---d--g--fg---fg---ffe--fedec--dfedc---e--f--gf-fe--dec-fefe---fed---d---e--f--gfg--f---efgf---fe,,https://digi.vatlib.it/view/MSS_Vat.lat.5319/123
9092,Fac mecum domine signum in bono,g00768,,,,D-B : Ms mus 40078,,076v,,,,feast_0735,genre_in,,http://musmed.eu/source/8817,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,ddf-gf---fe--d---f--fc--dfe---gf--f---f---fed--d---dc---c--d--d---d---c---d--ffg--d---df---cd--d--ddfgfe-eegfg--ffg---d--gf--f---ff---efgfg--fed--d---d--fe--f--d---dff-fff---d---dfe--f--ge-gf--ff---fgfefed-ddfef---ed,,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN782404677&PHYSID=PHYS_0156&DMDID=DMDLOG_0001
9093,Fac mecum domine signum in bono,g00768,2,,,F-Pn : NAL 01414,,030v,,,,feast_0735,genre_in,,http://musmed.eu/source/28426,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---fe--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---de---c--d--df-gfe-fgfg--fg---d--gf--f---f---efgfg--fed--d---d--fe--f--d---dff---d---dfe--fg--gd-gf--fe---egfe-fed-efef---ed,,https://gallica.bnf.fr/ark:/12148/btv1b525113345/f66.image
9098,Fac mecum domine signum in bonum,g00768,,,,F-G : Ms 0084 (Ms. 395 Rés.),,115r,,,,feast_0735,genre_in,,http://musmed.eu/source/10075,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---f--ed---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---de---c--d--dfgfe-fgfg--fg---d--gf--f---f---efgfg--fed--d---d--fe--f--d---dff-fff---d---fe--fg--gdgf--fe---fgfe-fed-efef---ed,,https://gallica.bnf.fr/ark:/12148/btv1b10670666x/f235.item.zoom
9102,Fac mecum domine signum in bonum,g00768,,,,I-BGc : MA 150 (Psi III.8),,035r,,,,feast_0735,genre_in,,http://musmed.eu/source/41838,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---f--d---f--fc--ded---g--f---f---fed--dc---d---c--d--d---d---c---d--ffg--d---df---c--d--d-fgfe-fgfg--fg---d--gf--f---f---efgfg--fed--d---d--ff--f--d---dff-ff---d---dg--g--gdg--fe---fgfefedefef---ed,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3862#page/75/mode/1up
9103,Fac mecum domine signum in bonum,g00768,,,,D-KNd : Ms 1001b,,078r,,,,feast_0735,genre_in,,http://musmed.eu/source/11493,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---fe--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---de---c--d--dfgfe-fgfg--fg---d--gf--f---ge----efgfg--fed--d---d--fe--f--d---dff---d---dfe--fg--gd-gf--fe---fgfe-fed-efef---ed,,https://digital.dombibliothek-koeln.de/hs/content/zoom/311584
9107,Fac mecum domine signum in bonum,g00768,,,,V-CVbav : Archivio di San Pietro F.22,,032v,,,,feast_0735,genre_in,,http://musmed.eu/source/14749,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,ef---ef--ef---e--edec--dedc---dcgf--f---ff---efgfefd-efgf--fe-fefgfef---de---f--de--e---e---e---e--f--e---f---d--edf--g--fefgfe---d--g--fg---fg---fe--gfefd--dfedc---e--f--gfe--dec-fef---ffed---d---e--f--gfg--f---efgfe---fe,,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.F.22/64
9108,Fac mecum domine signum in bono,g00768,,,,F-Pn : Ms Lat 00903,,049v,,,,feast_0735,genre_in,,http://musmed.eu/source/13022,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dff-gf---f--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---de---c--d--dffgf-efgfg--fg---d--gf--f---fe---efgfg--fed--d---d--fe--f--d---d-ff-fff---fd---fe--f--gd-gf--fe---fgfefe-dffef---ed,,https://gallica.bnf.fr/ark:/12148/btv1b10506538t/f116.image
9112,Fac mecum domine signum in bonum,g00768,,,,F-Pn : NAL 01235,,057r,,,,feast_0735,genre_in,,http://musmed.eu/source/13534,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,df-gf---fe--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---de---c--d--dfgfefgfg--fg---d--fe--f---f---efgfg--fe--d---d--fe--f--d---dff-fef---d---fe--f--gdgf--fe---fgfefed---efef-ed,,https://gallica.bnf.fr/ark:/12148/btv1b8432301z/f125.image
9118,Fac mecum domine signum in bono,g00768,,,,F-Pn : Ms Lat 00833,,048v,,,,feast_0735,genre_in,,http://musmed.eu/source/13007,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---fe--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---df---c--d--dfgfe-fgfg--fg---d--gf--f---f---efgfg--fed--d---d--fe--f--d---df-fff---d---dfe--fg--gdgf--fe---egfe-fed-efef---ed,,https://gallica.bnf.fr/ark:/12148/btv1b84323061/f104.item.zoom
9120,Fac mecum domine signum in bonum,g00768,,,,F-NS : Ms 0004,,041r,,,,feast_0735,genre_in,,http://musmed.eu/source/12600,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvasti me et consolatus es me,,dfgf---f--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---de---c--d--defgf-efgfg--fg---d--gf--f---f---efgfg--fed--d---d--fe--f--d---df-fff---fd---fe--f--gegf--fe---fgfefedefef---ed,,https://gallica.bnf.fr/ark:/12148/btv1b100158551/f85.image
9121,Fac mecum domine signum in bono,g00768,,,,F-Pn : Ms Lat 17307,,067r,,,,feast_0735,genre_in,,http://musmed.eu/source/13489,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,hk-lk---kj--h---k--jg--hkj---l--k---k---kj--h---h---g--h--h---h---g---h--kkl--h---hk---g--h--hklkj-klkl--kl---h--lk--k---k---jklkl--kj--h---h--kj--k--h---hkk---h---kj--kl--lh-lk--kj---jlkj-kjh-jkjk---jh,,https://gallica.bnf.fr/ark:/12148/btv1b84262643/f139.item.zoom
9123,Fac mecum domine signum in bono,g00768,,,,"D-HEu : Cod. Sal. X,007",,037r,,,,feast_0735,genre_in,,http://musmed.eu/source/17266,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,hklk---kj--h---k--jg--hkj---l--k---k---kjh--h---h---g--h--h---h---g---h--kkl--h---hjh---g--h--hklkj-klkl--kl---h--lk--k---k---jklkl--kjh--h---h--kj--k--h---hkk---h---hkj--kl--lhlk--kj---klkjkjhj---jh,,https://digi.ub.uni-heidelberg.de/diglit/salX7/00075/image
9124,Fac mecum domine signum in bono,g00768,,,,A-Gu : Ms 0807,,065v,,,,feast_0735,genre_in,,http://musmed.eu/source/10059,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,def-gf---fe--d---f--fc--dfe---gf--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---df---c--d--def-gfe-efgfgf--fg---d--gf--f---f---efgfg--fed--d---d--fe--f--d---d-ff-fff---d---dfe--f--gd-gf--fe---fgfe-fed-defef---ed,,https://unipub.uni-graz.at/obvugrscript/content/zoom/5564715
9134,Fac mecum domine signum in bonum,g00768,,,,F-Pn : Ms Lat 00904,,065r,,,,feast_0735,genre_in,,http://musmed.eu/source/13023,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---ff--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---de---c--d--df-gfe-fgfg--gf---d--fe--f---f---efgfg--fed--d---d--fe--f--d---cff---d---fe--fg--gd-gf--fe---fgfe-fede---ed,,https://gallica.bnf.fr/ark:/12148/btv1b84324657/f141.image
9138,Fac mecum domine signum in bonum,g00768,,,,F-Pa : Ms 0197,,038v,,,,feast_0735,genre_in,,http://musmed.eu/source/98760,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---fe--d---f--ec--ded---g--f---f---fe--d---d---c--d--d---d---c---d--ffg--d---df---c--d--dfgfe-fgfg--fg---d--fe--f---f---efg--fed--d---d--fe--f--d---dff---d---fe--fg--gd-gf--fe---egfe-fed-efef---ed,,https://gallica.bnf.fr/ark:/12148/btv1b52510789n/f86.item.zoom
9141,Fac mecum domine signum in bonum,g00768,,,,CH-ROM : Ms. liturg. FiD 5,,029r,,,,feast_0735,genre_in,,http://musmed.eu/source/97795,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---fe--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---de---c--d--dfgfefgfg--fg---d--gf--f---f---efgfg--fed--d---d--fe--f--d---dff---d---dfe--fg--gd-gf--fe---egfefedefef---ed,,https://www.e-codices.unifr.ch/en/fdr/0005/29r/0/Sequence-2575
9145,Fac mecum domine signum in bono,g00768,,,,NL-Uu : Hs. 0415,,058r,,,,feast_0735,genre_in,,http://musmed.eu/source/15626,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,hklk---kj--h---k--jg--hkj---l--k---k---kjh--h---h---g--h--h---h---g---h--kl--h---hj---g--h--hklkjklkl--kl---h--lk--k---k---jklkl--kjh--h---h--k--k--h---hkk---h---hkj--kl--lhlk--k---klkjkjh-jkjk---jh,,http://objects.library.uu.nl/reader/index.php?obj=1874-339013&lan=en#page//14/86/33/148633638424004031549573272526186293059.jpg/mode/1up
9146,Fac mecum domine signum in bonum,g00768,,,,F-SEm : Ms 018,,75,,,,feast_0735,genre_in,,http://musmed.eu/source/20281,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---ff--d---f--ec--dfd---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--f---df---c--d--dfgfe-fgfg--fg---d--gf--f---f---e-fgfg--fe--d---d--fe--f--d---dff---d---fd--fg--gdgf--fe---egfefed-efef---ed,,https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/24791/manifest
9147,Fac mecum domine signum in bono,g00768,,,,F-CA : Ms 0061 (62),,059v,,,,feast_0735,genre_in,,http://musmed.eu/source/9071,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,df-gf---fe--d---f--ec--dfe---g--f---f---fe--d---d---c--d--d---d---c---d--ffg--d---df---c--d--df-gfe-fgfg--fg---d--gf--f---f---efgfg--fe--d---d--fe--f--d---dff-ff---d---fe--f--gdgf--fe---egfe-fede---ed,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=19290&VUE_ID=1708898&carouselThere=false&nbVignettes=4x3&page=6&angle=0&zoom=moyen&tailleReelle=
9149,Fac mecum domine signum in bono,g00768,e = 2,,,D-LEu : Ms Thomas 391,,045r,,,,feast_0735,genre_in,,http://musmed.eu/source/138221,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,ddf-gf---fe--d---f--fc--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffgf--d---dfe---c--d--ddf-gfe-fgfg--fg---d--gf--f---f---efgfg--fed--d---d--fe--f--d---dfff---d---df--f--gdgf--ff---fgfefe-eed-efef---ed,,http://universalviewer.io/uv.html?manifest=https%3A//iiif.ub.uni-leipzig.de/0000032952/manifest.json#?c=0&m=0&s=0&cv=116&xywh=-1210%2C1403%2C6162%2C2808
9150,Fac mecum domine signum in bonum,g00768,,,,CH-Cobodmer : C 0074,,056r,,,,feast_0735,genre_in,,http://musmed.eu/source/9492,,,Fac mecum domine signum in bonum ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,ef---ef--ef---e--edec--dedc---dcgf--ff---ffe---efgfefd-efgf--ed-fefg-gfe---de---fe--de--e---e---e---e--f--e---gfe---d--edf--g-h--fefg-gfe---d--g--fg---fg---ffe--fedec--dfedc---e--f--gf-fe--dec-fef---fed---d---e--f--g--f---egf---fe,,https://www.e-codices.unifr.ch/de/fmb/cb-0074/56r/0/Sequence-825
9152,Fac mecum domine signum in bon[,g00768,,,,V-CVbav : Ross.0076,,056v,,,,feast_0735,genre_in,,http://musmed.eu/source/98746,,,Fac mecum domine signum in bon[u]m ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---fe--d---f--fc--dff---g--f---f---fed--d---d---c--d--d---d---c---d--fg--d---df---cd--d--dfgf-efgfg--fg---d--gf--f---f---fefg--fed--d---d--fe--f--d---dfff---d---dff--f--gdgf--ff---fgf-fe-defef---ed,,https://digi.vatlib.it/view/MSS_Ross.76/124
9163,Fac mecum domine signum in bono,g00768,2,,,F-PR : Ms 0012,,090r,,,,feast_0735,genre_in,,http://musmed.eu/source/14008,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---fe--d---f--ec--dfd---g--f---f---fed--d---d---d--e--e---e---d---e--ffg--e---efe---d--e--efgfefgfg--fg---d--fe--f---f---efgfg--fed--d---d--fe--f--e---df-fff---e---fe--fg--gdgf--fe---fgfefedefef---ed,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=4246&VUE_ID=936885&carouselThere=false&nbVignettes=4x3&page=1&angle=0&zoom=moyen&tailleReelle=
9075,Fac mecum domine signum in,g00768,2,,,PL-WRu I F 416,,046r,,,,feast_0735,,,http://cantus.ispan.pl/source/41816,,,Fac mecum domine signum in bono ut videant qui me oderunt et confundantur quoniam tu domine adjuvisti me et consolatus es me,,dfgf---fe--d---f--ec--dfe---g--f---f---fed--d---d---c--d--d---d---c---d--ffg--d---de---c--d--df-gfe-fgfg--fg---d--gf--f---f---efgfg--fed--d---d--fe--f--d---dff---e---dfe--fg--gd-gf--fe---fgfefed-efef---ed,,http://cantus.ispan.pl/node/42344
18784,Deus in nomine tuo salvum me,g00783,4,,,PL-Wn rps 12722 V,,083v,,,,feast_0606,,,http://cantus.ispan.pl/source/4559,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,ffgf--ef---fg---g--g--g---hg-hkg--f---efg-ghg--g---fhg---fff---fgf---ef---fg--g--g---hg-hkg--fge---ghkjk--h--hf-ghgh---hg---gg-hhk--hk---gh--efg-ghg--hgf-fdfd---dc--f--ghg--hhfg--ghkghg---eegf--fe,,http://cantus.ispan.pl/node/29190
18788,Deus in nomine tuo salvum me,g00783,4,,,PL-WRu I F 416,,049r,,,,feast_0606,,,http://cantus.ispan.pl/source/41816,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--ef---dg---g--g--g---hg-hig--fgf---ef-gh--g---egfe---fe---fgf---ef---g--g--g---hg-hig--fgf---ghkik--h--hf-ghgh---hg---ghkk--hk---gh--ef-ghg---hgff-ded-dc--f--gh--hhfg--ghighg---egff--fe,,http://cantus.ispan.pl/node/42350
18801,Deus in nomine tuo salvum me,g00783,,,,I-BGc : MA 239 (Gamma III.18),,054r,,,,feast_0606,genre_in,,http://musmed.eu/source/8805,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,dhg--gg---fg---h--h--h---jh-jkh--hg---fhj--h---gjh---gg---ehg---g---gh--h--h---jh--jkh-gh-hg---ghkjk--h--hfghgh---hg---ghjk--hk---gh--fgh-jhg--hgff-ded---dc--f--hg--hkgfg--ghkh-jg---egff--fe,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/115/mode/1up
18804,Deus in nomine tuo salvum me,g00783,,,,V-CVbav : Vat.lat.05319,,061r,,,,feast_0606,genre_in,,http://musmed.eu/source/14915,,,Deus in nomine tuo salvum me fac et in virtute tua libera me deus exaudi orationem mea,,gfe--f---gh---hj--hh--g---hghgfef--ffedf---fh--g---hgfefd---fed---ddc---f---gh--h--h---hg--hjhgf---hk-kj--hjh--gf-hjhjh---hjhg---h--g---hg--fgh--g---g--g--hg--fgh--gfg---fhgfgfe--fe,,https://digi.vatlib.it/view/MSS_Vat.lat.5319/129
18806,Deus in nomine tuo salvum me,g00783,,,,D-B : Ms mus 40078,,081v,,,,feast_0606,genre_in,,http://musmed.eu/source/8817,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--ff---fg---g--g--g---hg-hkg--fff---ef-ffhg--gf---fhg---ff---fgf---ff---fg--g--g---hg-hkg--fge---ghkjk--h--hf-ffhgh---hg---gh-hhkk--hk---gh--ef--hgff-dfd---dc--f--ghg--hhfg--ghkghgf---egef--fe,,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN782404677&PHYSID=PHYS_0166&DMDID=DMDLOG_0001
18807,Deus in nomine tuo salvum me,g00783,4,,,F-Pn : NAL 01414,,032r,,,,feast_0606,genre_in,,http://musmed.eu/source/28426,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--ef---dg---g--g--g---hg-hig--fgf---ef-gh--g---egff---fe---fgf---ef---g--g--g---hg-hig--fgf---ghkjk--h--hf-ghgh---hg---ghkk--hk---gh--ef-ghgf--hgff-ded---dc--f--gh--hhfg--ghig-hg---egff--fe,,https://gallica.bnf.fr/ark:/12148/btv1b525113345/f69.image
18812,Deus in nomine tuo salvum me,g00783,,,,F-G : Ms 0084 (Ms. 395 Rés.),,116r,,,,feast_0606,genre_in,,http://musmed.eu/source/10075,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,egf--ef---g---g--g--g---hg-hjg--gf---efgh--g---egef---fe---fgf---ef---g--g--g---hg-hjg--gf---ghkjk--h--hfghgh---hg---ghkk--hk---gh--efgh--hgf-fded---dc--f--hg--hjfg--ghj-ghg---egef--fe,,https://gallica.bnf.fr/ark:/12148/btv1b10670666x/f237.item.zoom
18816,Deus in nomine tuo salvum me,g00783,,,,I-BGc : MA 150 (Psi III.8),,037v,,,,feast_0606,genre_in,,http://musmed.eu/source/41838,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--ef---g---g--g--g---hg-hjg--fgf---efgh--g---fgf---ef---fgf---ef---g--g--g---hg-hjg--fgf---ghkjk--h--hgf-ghgh---hg---ghj--hjk---gh--efghg--hgff-ded---dc--f--gh--hjhgfgh--ghjhg-hg---egff--fe,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3862#page/80/mode/1up
18818,Deus in nomine tuo salvum me,g00783,,,,D-KNd : Ms 1001b,,083r,,,,feast_0606,genre_in,,http://musmed.eu/source/11493,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,egf--ef---dg---g--g--g---hg-hig--fgf---efgh--g---fhg---ef---dgf---ef---g--g--g---hg-hig--fgf---ghkjk--h--hf-ghgh---hg---ghjk--hj---gh--ef-ghg--hgf-ded---dc--f--ghg--hhfg--g-highg---egf--fe,,https://digital.dombibliothek-koeln.de/hs/content/zoom/311594
18823,Deus in nomine tuo salvum me,g00783,,,,F-Pn : Ms Lat 00903,,052r,,,,feast_0606,genre_in,,http://musmed.eu/source/13022,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,ege--ff---fg---g--g--g---hg-hjg--fe---efgh--g---fhg---eef---ege---ff---fg--g--g---hg-hjg--gf---ghkjk--h--hfghgh---hg---fhk--hj---gh--efghg--hgff-ded---dc--fgh--hj--fg--ghj-ghg---egff--fe,,https://gallica.bnf.fr/ark:/12148/btv1b10506538t/f121.image
18827,Deus in nomine tuo salvum me,g00783,,,,F-Pn : NAL 01235,,059r,,,,feast_0606,genre_in,,http://musmed.eu/source/13534,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--ef---dg---g--g--g---hg-hjg--fgf---ef-gh--g---egff---fe---fgf---ef---g--g--g---hg-hig--fgf---ghkik--h--hgf-ghgh---hg---ghkk--hk---gh--ef-ghg--hge-fed-ed---dc--f--gh--hihgfgh--ghihg-hg---egff--fe,,https://gallica.bnf.fr/ark:/12148/btv1b8432301z/f129.image
18834,Deus in nomine tuo salvum me,g00783,,,,F-Pn : Ms Lat 00833,,053r,,,,feast_0606,genre_in,,http://musmed.eu/source/13007,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--ef---dg---g--g--g---hg-hig--fgf---efgh--g---egff---dfe---fgf---ef---g--g--g---hg-hig--fge---ghkik--h--hf-ghgh---hg---ghkk--hk---gh--ef-hkh--hgff-ded---dc--f--gh--hhfg--ghkg-hg---egff--fe,,https://gallica.bnf.fr/ark:/12148/btv1b84323061/f113.item.zoom
18835,Deus in nomine tuo salvum me,g00783,,,,F-NS : Ms 0004,,043r,,,,feast_0606,genre_in,,http://musmed.eu/source/12600,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--ef---d---g--g--g---hghjg--gf---efgh--g---egf---ef---fgf---ef---g--g--g---hghjg--gf---fgjhj--h--hfghgh---hg---ghk--hj---gh--efghg--hgff-ded---dc--f--hg--hjfg--ghkghg---egff--fe,,https://gallica.bnf.fr/ark:/12148/btv1b100158551/f89.image
18837,Deus in nomine tuo salvum me,g00783,,,,F-Pn : Ms Lat 17307,,071v,,,,feast_0606,genre_in,,http://musmed.eu/source/13489,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fge--f---gg---g--g--g---hg-hjg--fge---fgh--g---egff---fe---fge---f---fg--g--g---hg-hjg--fge---ghkjk--h--hgf-ghgh---hg---ghj--hk---g--efgh--hgf-fed-ed---dc--f--gh--hjhgfgh--ghjhg-hg---egff--fe,,https://gallica.bnf.fr/ark:/12148/btv1b84262643/f148.item.zoom
18839,Deus in nomine tuo salvum me,g00783,,,,"D-HEu : Cod. Sal. X,007",,039r,,,,feast_0606,genre_in,,http://musmed.eu/source/17266,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--ef---dg---g--g--g---hghig--fgf---ef-ghg--g---egff---fe---fgf---ef---g--g--g---hghig--fgf---ghkjk--h--hf-ghgh---hg---ghkk--hk---gh--ef-ghg--hg-ff-ded---dc--f--gh--hhfg--ghighg---egff--fe,,https://digi.ub.uni-heidelberg.de/diglit/salX7/00079/image
18840,Deus in nomine tuo salvum me,g00783,,,,A-Gu : Ms 0807,,068v,,,,feast_0606,genre_in,,http://musmed.eu/source/10059,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--f---fg---g--g--g---hg-hkg--fgf---efg-hg--g---fhg---fef---fgf---ff---fg--g--g---hg-hkg--fgf---gh--kjkh--hfghgh---hg---gh-kjk--hk---gh--efghg--hg-ef-dfd---dc--f--ghg--hhfg--gh-kg-hf---egef--fe,,https://unipub.uni-graz.at/obvugrscript/content/zoom/5564721
18851,Deus in nomine tuo salvum me,g00783,,,,F-Pn : Ms Lat 00904,,067v,,,,feast_0606,genre_in,,http://musmed.eu/source/13023,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,egf--f---fg---g--g--g---hg-hjg--gf---ef-gh--g---egff---ef---fgf---ef---fg--g--g---hg-hjg--gf---gh-kjk--h--hf-ghgh---hg---gh-jk--hk---gh--ef-ghg--hg-ff-ded---dc--f--hg--hjfg--ghkg-hg---egff--fe,,https://gallica.bnf.fr/ark:/12148/btv1b84324657/f146.image
18854,Deus in nomine tuo salvum me,g00783,,,,F-Pa : Ms 0197,,040v,,,,feast_0606,genre_in,,http://musmed.eu/source/98760,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--ef---g---g--g--g---hg-hig--fgf---efgh--g---egff---fe---fgf---ef---g--g--g---hg-hig--fgf---gh-kjk--h--hgf-ghgh---hg---gh-kk--hk---g--ef-ghg--hgf-fded---dc--f--gh--hhfg--ghjhghg---egff--fe,,https://gallica.bnf.fr/ark:/12148/btv1b52510789n/f90.item.zoom
18857,Deus in nomine tuo salvum me,g00783,,,,CH-ROM : Ms. liturg. FiD 5,,031r,,,,feast_0606,genre_in,,http://musmed.eu/source/97795,,,Deus in nomine tuo salvum me fac et in virtute tua judica me deus exaudi orationem meam,,fgf--ef---dg---g--g--g---hg-hig--fgf---ef-gh--g---egf-f---fe---fgf---ef---g--g--g---hg-hig--fgf---gh-kik--h--hf-ghgh---hg---ghkk--hk---gh--ef-ghg--hgf-fded---dc--f--ghh--h--fg-ghighg---egff--fe,,https://www.e-codices.unifr.ch/en/fdr/0005/31r/0/Sequence-2575
