id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes,image_link
22810,Confessio et pulchritudo in conspectu ejus,g00331,,,,F-CA : Ms 0061 (62),,047r,,,,feast_0698,genre_in,,http://musmed.eu/source/9071,,,Confessio et pulchritudo in conspectu ejus sanctitas et magnificentia in sanctificatione ejus,,ed--g--hk--k---k---k--kkkh--hjkh--hgihgh---ef---g--gkkh-kik--gh---hlk--ilkk---hk--k--kkk---h---gf--g--h--hkkkj--hg--gh-ikih-ikgg-efe---ef---ef--f--f--efgh--h--hkkhg--ge---fgfe--e,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=19290&VUE_ID=1708885&carouselThere=false&nbVignettes=4x3&page=5&angle=0&zoom=moyen&tailleReelle=
22818,Confessio et pulchritudo in conspectu ejus,g00331,ik = 3,,,D-LEu : Ms Thomas 391,,037v,,,,feast_0698,genre_in,,http://musmed.eu/source/138221,,,Confessio et pulchritudo in conspectu ejus sanctitas et magnificentia in sanctificatione ejus,,e--g--hk--k---k---k--kkh--hjkh--hgkhgh---ef---g--g-kkh-kjk--gh---hlk--klkk---h--k--kkk---h---g--g--h--hkkk--hg--hghkjh-kkgg-fff---f---f--f--f--fgh--h--hjkhg--ge---fgfe--e,,http://universalviewer.io/uv.html?manifest=https%3A//iiif.ub.uni-leipzig.de/0000032952/manifest.json#?c=0&m=0&s=0&cv=101&xywh=-1210%2C1403%2C6162%2C2808
22820,Confessio et pulchritudo in conspectu ejus,g00331,,,,V-CVbav : Ross.0076,,042r,,,,feast_0698,genre_in,,http://musmed.eu/source/98746,,,Confessio et pulchritudo in conspectu ejus sanctitas et magnificentia in sanctificatione ejus,,ed--g--hk--k---k---k--kjkh--hjkh--hg-khgh---ef---g--hg-kh-kk--gh---hlk--klkk---h--k--kjk---h---ge--g--h--g--hkjk--hg-ghkjh-jkgf---f---f--f--e--dh--h--hjkjhg--ge---fgfe--e,,https://digi.vatlib.it/view/MSS_Ross.76/95
22822,Confessio et pulchritudo in conspectu ejus,g00331,,,,CH-Cobodmer : C 0074,,044r,,,,feast_0698,genre_in,,http://musmed.eu/source/9492,,,Confessio et pulchritudo in conspectu ejus sanctitas et magnificentia in sanctificatione ejus,,g--ghk--k--k---k---k--k--kkjh--hkhjhgf-hkjhkjh---g---hk--kkjh--gh---hlk-kkj--jlk-kjh---g--hk--kkj---h---hjh--g--h--hk-kjh--hg--ghjkh-ghhgfefef---f---f--f--f--f--hg--fh--gfg---fhgfgfe--fe,,https://www.e-codices.unifr.ch/de/fmb/cb-0074/44r/0/Sequence-825
22850,Confessio et pulchritudo in conspectu ejus,g00331,3,,,F-PR : Ms 0012,,069v,,,,feast_0698,genre_in,,http://musmed.eu/source/14008,,,Confessio et pulchritudo in conspectu ejus sanctitas et magnificentia in sanctificatione ejus,,ed--g--hk--k---k---k--kkkh--hjkh--hgihgh---ef---g--hg-kik--gh---hlk--ilkkk---hk--k--kkk---h---gf--g--h--hkkk--hg--ghkih-ikgg-efe---ef---ef--ef--e--dfh--h--hikhg--fe---fgf--e,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=4246&VUE_ID=936865&carouselThere=false&nbVignettes=4x3&page=1&angle=0&zoom=moyen&tailleReelle=
22649,Confessio et pulchritudo in,g00331,3,,,PL-Wn rps 12722 V,,059v,,,,feast_0698,,,http://cantus.ispan.pl/source/4559,,,Confessio et pulchritudo in conspectu ejus sanctitas et magnificentia in sanctificatione ejus,,ed--gg--hk--k---k---k--kkh--hjkh--hgkhgh---ef---g--gkkhkjk--gh---hlk--klk---g--k--kj---h---gf--g--h--hkj--hg--ghkjh-jkgg-efe---f---f--ff--e--dfh--h--hjkhg--ge---fgfe--e,,http://cantus.ispan.pl/node/28819
20678,Adorate Deum omnes Angeli,g00625,7,,,PL-Wn rps 12722 V,,037r,,,,feast_0439,,,http://cantus.ispan.pl/source/4559,,,Adorate Deum omnes Angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kmlmkkj---jkl--l---nn--on-nk--kh---ii--g---hk--kh--kikhg---ggki---kl--lm--kih---kkk---klk--k---k---l--k--kl--lk-kih--kk---l--g--ghkkk---kh-hhkh--hg,,http://cantus.ispan.pl/node/28774
20681,Adorate deum omnes angeli,g00625,7,,,PL-WRu I F 414,,011r,,,,feast_0439,,,http://cantus.ispan.pl/source/36027,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kmlmk-kj---jkl--l---nn--on-nk--kh---ikj--hg---hk--kkh--kikh-hg---hkj---kl--lm--kih---kk---klki--k---k---l--k--l--lk-kih--kk---l--g--gh-ki---kkkh-iki--hg,,http://cantus.ispan.pl/node/36170
20684,Adorate deum omnes angeli,g00625,7,,,PL-WRu I F 416,,018v,,,,feast_0439,,,http://cantus.ispan.pl/source/41816,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kmlmk-ki---ikl--l---nn--on-nk--kh---hkj--hg---hk--kh--kjkh-hg---hkj---kl--lm--kjh---kk---klkj--k---k---l--k--l--lk-kjh--kk---l--g--gh-kj---kkkh-jkj--hg,,http://cantus.ispan.pl/node/41937
20697,Adorate Deum omnes Angeli ejus audivit,g00625,,,,I-BGc : MA 239 (Gamma III.18),,019v,,,,feast_0446,genre_in,,http://musmed.eu/source/8805,,,Adorate Deum omnes Angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,h--kk--l--k---lk--kml-mk-kh---jkl--l---nn--on-nl--lj---kl--h---hk--kh--kj-kh---k---l--lm--kjh---kk---klk--k---k---l--k--l--lkjh--kk---lk--g--ghjkj---kh-kj--hg,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/46/mode/1up
20698,Adorate Deum omnes Angeli ejus audivit,g00625,,,,V-CVbav : Vat.lat.05319,,025r,,,,feast_0439,genre_in,,http://musmed.eu/source/14915,,,Adorate Deum omnes Angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--g--hjhg--h---hkjhg--hg-hjhghg---fg--h---kkj--jh--gjhgh---kkk--hjkjklkj---h--k--h---j---k--l--kj---hkk---klkjk--kkjhk---k---kk--j--kl--lk-lml--h---hgl--k--k---jklkjk--kkjh,,https://digi.vatlib.it/view/MSS_Vat.lat.5319/57
20705,Adorate Deum omnes Angeli ejus audivit,g00625,7,,,F-Pn : NAL 01414,,012r,,,,feast_0418,genre_in,,http://musmed.eu/source/28426,,,Adorate Deum omnes Angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kml-mk-kj---jkl--l---nn--onnk--kh---jkj--hg---hk--kkh--kjkh-hg---hkj---kl--lm--kjh---kk---klkj--k---k---l--k--l--lk-kjh--kk---l--g--gh-kj---kkkh-jkj--hg,,https://gallica.bnf.fr/ark:/12148/btv1b525113345/f29.image
20712,Adorate Deum omnes Angeli ejus audivit,g00625,,,,D-B : Ms mus 40078,,032v,,,,feast_0439,genre_in,,http://musmed.eu/source/8817,,,Adorate Deum omnes Angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kml-mk-ki---ikl--l---nn--on-nk--kh---ih--g---hk--kkh--ki-kh---hg---gkj--kl--lm---kh---klk--k---k---l--kj--kl--likih--kk---l--g--gh-hhk---kkkh-ikh--hg,,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN782404677&PHYSID=PHYS_0068&DMDID=DMDLOG_0001
20713,Adorate Deum omnes Angeli ejus audivit,g00625,7,,,F-Pn : Ms Lat 00903,,021v,,,,feast_0439,genre_in,,http://musmed.eu/source/13022,,,Adorate Deum omnes Angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kmlmk-kj---jkl--l---nn--nnk--kh---jk--g---h--kkh--kjkh-hg---kjh---kl--lm--kh---kk---klkj--j---k---l--k--l--lk-kjh--kk---l--g--ghkj---kkkh-kkh--hg,,https://gallica.bnf.fr/ark:/12148/btv1b10506538t/f60.image
20714,Adorate deum omnes angeli ejus audivit,g00625,,,,F-G : Ms 0084 (Ms. 395 Rés.),,099v,,,,feast_0439,genre_in,,http://musmed.eu/source/10075,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,h--kk--l--k---lk--k-lmlm-llk---klm--m---oo--poom--ml---lm--h---hk--kh--kjkh-hg---kj---kl--lm--kjh---kk---klk--k---k---l--k--l--lk-kjh--kk---l--hg--ghk---kkk-hjkj--hg,,https://gallica.bnf.fr/ark:/12148/btv1b10670666x/f204.item
20717,Adorate deum omnes angeli ejus audivit,g00625,,,,I-BGc : MA 150 (Psi III.8),,009r,,,,feast_0439,genre_in,,http://musmed.eu/source/41838,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,h--kk--l--k---lk--kmlmlk---klm--m---oo--pooml--lj---kl--h---h--lk--lkljh---hk---kl--lm--kjh---kk---klk--k---k---k--k--l--lkjh--kk---l--h--ghkj---kkkh-kkkh--hg,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3862#page/23/mode/1up
20718,Adorate deum omnes angeli ejus audivit,g00625,,,,D-KNd : Ms 1001b,,033r,,,,feast_0439,genre_in,,http://musmed.eu/source/11493,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kmlm-kki---ikl--l---n--on-nl--kh---ik--h---hk--kh--kik-hg---k---kl--lm--kh---kk---ilki--k---k---l--k--l--lk-kih--kk---l--g--gh-iki---khkh--hg,,https://digital.dombibliothek-koeln.de/hs/content/zoom/311494
20722,Adorate deum omnes angeli ejus audivit,g00625,,,,V-CVbav : Archivio di San Pietro F.22,,014r,,,,feast_0439,genre_in,,http://musmed.eu/source/14749,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--g--hjhg--h---hkjhg--hghjhghg---fg--h---kj--hjh--gjhgh---kj--hkjklkjkj---h--kj--h---j---k--l--kj---hk---klkjk--kkjhk---k---k--h--kl--lklml--h---hgl--k--k---jklkjkh--kjh,,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.F.22/27
20730,Adorate deum omnes angeli ejus audivit,g00625,,,,F-Pn : NAL 01235,,032v,,,,feast_0439,genre_in,,http://musmed.eu/source/13534,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,j--ll--m--l---ml--lnmnl-lk---klm--m---moo--po--ol-lj---klk--h---h--hkkh--kjkh-hg---kjh---kl--lm--kh---kk---klk--k---k---l--k--l--lk-kjh--hkk---l--g--ghkj---kkkh-jkj--hg,,https://gallica.bnf.fr/ark:/12148/btv1b8432301z/f76.image
20736,Adorate deum omnes angeli ejus audivit,g00625,,,,F-Pn : Ms Lat 00833,,018r,,,,feast_0417,genre_in,,http://musmed.eu/source/13007,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--ll--m--l---ml--lnm-nl-lk---klm--m---oo--pool--lj---klk--h---h--kh--kjkh-hg---kj-jh---kl--lm--kjh---kk---klk--k---k---l--k--l--lk-kjh--kk---l--g--ghkj---kkkh-jkj--hg,,https://gallica.bnf.fr/ark:/12148/btv1b84323061/f43.item.zoom
20739,Adorate deum omnes angeli ejus audivit,g00625,,,,F-NS : Ms 0004,,016v,,,,feast_0439,genre_in,,http://musmed.eu/source/12600,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,h--kk--l--k---lk--kmlm-llk---klm--m---oo--nom--lj---kl--h---h--kk--h---kjkh---kj-kl--lm--kh---kk---klkj--j---k---l--k--lk-kjh--kk---l--g--ghkj---kkk-hkj--hg,,https://gallica.bnf.fr/ark:/12148/btv1b100158551/f36.image
20740,Adorate deum omnes angeli ejus audivit,g00625,,,,F-Pn : Ms Lat 17307,,031r,,,,feast_0439,genre_in,,http://musmed.eu/source/13489,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,e--gg--h--g---hg--gih-ig-gf---fg--h---kk--lk-kg--ge---fg--d---df--fd--fefd-dc---fe-ed---fg--gh--fed---ff---fgf--f---f---g--e--g--gf-fed--ff---g--c--cdfe---ffd-efe--dc,,https://gallica.bnf.fr/ark:/12148/btv1b84262643/f67.item.zoom
20743,Adorate deum omnes angeli ejus audivit,g00625,,,,"D-HEu : Cod. Sal. X,007",,016v,,,,feast_0439,genre_in,,http://musmed.eu/source/17266,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kmlmk-kj---jkl--l---nn--on-nk--kh---ikj--hg---hk--kkh--kikh-hg---hkj---kl--lm--kih---kk---klki--k---k---l--k--l--lk-kih--kk---l--g--ghki---kkkh-iki--hg,,https://digi.ub.uni-heidelberg.de/diglit/salX7/00034/image
20744,Adorate deum omnes angeli ejus audivit,g00625,,,,A-Gu : Ms 0807,,032v,,,,feast_0417,genre_in,,http://musmed.eu/source/10059,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--knm-nk-kki---ikl--l---nn--on-nnk--kh---ik--g---hk--kkh--ki-kh-hhg---gkj---kl--lm--kh---kk---klki--k---k---l--kj--kl--lk-kih--kk---l--g--ghiki---kk-kh-ikh--hg,,https://unipub.uni-graz.at/obvugrscript/content/zoom/5564649
20757,Adorate deum omnes angeli ejus audivit,g00625,,,,F-Pa : Ms 0197,,014v,,,,feast_0439,genre_in,,http://musmed.eu/source/98760,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kml-mk-ki---ikl--l---nn--om-nl--kh---ik--g---hk--kh--kj-kh-hg---kjj---kl--lm--kjh---kk---klk--k---k---l--k--l--lk-kjh--kk---l--g--gh-kj---kkh-jkj--hg,,https://gallica.bnf.fr/ark:/12148/btv1b52510789n/f38.item.zoom
20766,Adorate deum omnes angeli ejus audivit,g00625,,,,CH-ROM : Ms. liturg. FiD 5,,011v,,,,feast_0439,genre_in,,http://musmed.eu/source/97795,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kmlmk-kj---jkl--l---nn--on-nk--kh---jk--hg---hk--k--kh-kjkh-hg---hkj---kl--lm--kjh---kk---klkj--k---k---l--k--l--lk-kjh--kk---l--g--gh-kj---kk--kh-jkj-hg,,https://www.e-codices.unifr.ch/en/fdr/0005/11v
20769,Adorate deum omnes angeli ejus audivit,g00625,,,,NL-Uu : Hs. 0415,,027r,,,,feast_0439,genre_in,,http://musmed.eu/source/15626,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--k--l--k---lk--kml-mkki---ik--l---n--on-nk--kh---i--g---h--kh--kjkhg---gkj---kl--lm--kjh---k---klk--k---k---l--k--kl--lk-kjh--k---l--g--ghk---khjkj--hg,,http://objects.library.uu.nl/reader/index.php?obj=1874-339013&lan=en#page//12/07/41/120741153433080634908159367975470705906.jpg/mode/1up
20770,Adorate deum omnes angeli ejus audivit,g00625,,,,F-SEm : Ms 018,,25,,,,feast_0439,genre_in,,http://musmed.eu/source/20281,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,h--k--kl--k---lk-kmlmk--kj---jkl--l---nn--on-nk--kh---jkh--h---hk--k--kjkh-hg---kj-jg---kl--lm--hgf---hh---hjh--h---h---j--k--l--kjh--kk---l--g--ghk---kkkh-jkj--hg,,https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/24791/manifest
20772,Adorate deum omnes angeli ejus audivit,g00625,,,,V-CVbav : Ross.0076,,024r,,,,feast_0439,genre_in,,http://musmed.eu/source/98746,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--knl-nk-ki---ik--l---nn--on-nmk--kh---hj--g---h--kjkh--kjkhg---hk---kl--lm--kh---kk---klk--k---k---l--k--kl--lk-kjh--kk---l--g--ghk---kjkh-jkh--hg,,https://digi.vatlib.it/view/MSS_Ross.76/59
20773,Adorate deum omnes angeli ejus audivit,g00625,,,,F-CA : Ms 0061 (62),,025v,,,,feast_0439,genre_in,,http://musmed.eu/source/9071,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--knm-nl-lk---jk--l---lnn--on-nk--kh---jk--g---hk--kkh--kjkh-hg---kj-jh---kl--lm--kjh---kk---klkj--j---k---l--k--l--lk-kjh--kk---l--g--ghkj---kkkh-jkj--hg,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=19290&VUE_ID=1708864&carouselThere=false&nbVignettes=4x3&page=3&angle=0&zoom=moyen&tailleReelle=
20777,Adorate deum omnes angeli ejus audivit,g00625,yc = 7,,,D-LEu : Ms Thomas 391,,028v,,,,feast_0439,genre_in,,http://musmed.eu/source/138221,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--knl-nk-kj---jk--l---nn--on-nk--kh---ih--gh---h--kkh--kjkh-hg---gkj---kl--lm--kjh---kk---klk--k---k---l--kj--kl--lk-kjh--kk---l--g--g-hhk---kkkh-jkh--hg,,http://universalviewer.io/uv.html?manifest=https%3A//iiif.ub.uni-leipzig.de/0000032952/manifest.json#?c=0&m=0&s=0&cv=83&xywh=-5613%2C0%2C14968%2C5615
20778,Adorate deum omnes angeli ejus audivit,g00625,,,,CH-Cobodmer : C 0074,,021v,,,,feast_0439,genre_in,,http://musmed.eu/source/9492,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--g--hjhg--h---hkjhg--hghjhghgf---fg--h---kkjh--hjh--gjhgh---k-kkj--hjkjklkj---h--kj--h---jjh---k--l--kkj---hkk---klkjk--kjhk---k---kk--j--kl--lklml--h---hgl--k--kk---hjkjhj--jh,,https://www.e-codices.unifr.ch/de/fmb/cb-0074/21v/0/Sequence-825
20789,Adorate deum omnes angeli ejus audivit,g00625,,,,F-PR : Ms 0012,,034v,,,,feast_0439,genre_in,,http://musmed.eu/source/14008,,,Adorate deum omnes angeli ejus audivit et laetata est Sion et exsultaverunt filiae Judae,,g--kk--l--k---lk--kml-kmk-kj---jkl--l---mm--nmk--kh---jkj--g---hk--kkh--kj-kh-hg---kj---kl--lm--kjh---kk---klk--k---k---l--k--l--lk-kjh--kk---l--g--ghkj---kkh-jkj--hg,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=4246&VUE_ID=936830&carouselThere=false&nbVignettes=4x3&page=1&angle=0&zoom=moyen&tailleReelle=
2540,Circumdederunt me gemitus,g00631,5,,,PL-Wn rps 12722 V,,038v,,,,feast_0473,,,http://cantus.ispan.pl/source/4559,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,ff--h--h--h--hgh---f---hk--g--kk---kl--k---k--klk--kjk---g--hj--k---kkj--klkkg--hhkjk--hkgf--f---fhg-gihf---fh---h---hgh--h--h--gh--fgh--h---hgihf--f---f--ghg--hhk--lklgh---hg--k--klh-hg---h---kk--k--klk--kik---g---h--k---ii--ik---hkg-gfg--gf---fghghkkgh--gghgg---fghgfg--gf,,http://cantus.ispan.pl/node/28777
2543,Circumdederunt me gemitus,g00631,5,,,PL-WRu I F 414,,011v,,,,feast_0473,,,http://cantus.ispan.pl/source/36027,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,fh--h--h--h--hg-ghg---f---hk--g--kk---kl--k---k--klk--kj---hhg--hj--jh---hkj--klkg--hkjk--hkg-gf--f---fh-gihf---h---h---hgh--h--hgh--gh--fgh--h---hghf--f---f--hg--hk--klgh---hg--k--klh---h---kk--k--klk--jh---hg---hk--k---k--jk---hkg-gfg--gf---fghgh-kkgh--ghg---fghgfg--gf,,http://cantus.ispan.pl/node/36171
2546,Circumdederunt me gemitus,g00631,5,,,PL-WRu I F 416,,019v,,,,feast_0473,,,http://cantus.ispan.pl/source/41816,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,fh--h--h--h--hg-ghg-gh---f---hk--g--kk---kl--k---k--klk--kj---hg-gh--hj--jh---hkj-jk--klk--g--hkjk--hkg-gf--f---fh-gihf---fh---h---hgh--h--hgh--gh--fgh--h---hghf--f---f--hg--hk--klgh---hg--k--klh---h---kk--k--klk--kj---hg---hk--k---k--jk---hkg-gfg--gf---fghgh-kkgh--ghg---fghgfg--gf,,http://cantus.ispan.pl/node/41939
2559,Circumdederunt me gemitus mortis dolores inferni,g00631,,,,I-BGc : MA 239 (Gamma III.18),,027v,,,,feast_0473,genre_in,,http://musmed.eu/source/8805,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,fh--h--h--h--hg-ghg---f---hk--g--kk---kl--k---k--klk--kj---hg--hj--j---hjk--klkg--hkjk--hkgf--f---fh-gjhf---fh---h---hgh--h--h--gh--fgh--h---hg-jhf--f---f--hg--hkkl--klk-jgh---hg--kk--klh---h---kk--k--klk--kj---hg---hk--k---k--jk---hkgfg--gf---fghgh--kkgh-ghg---fghgfg--gf,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/62/mode/1up
2561,Circumdederunt me gemitus mortis dolores inferni,g00631,,,,V-CVbav : Vat.lat.05319,,034v,,,,feast_0473,genre_in,,http://musmed.eu/source/14915,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,hj--hj--hj--h--hghghg---ghgf---hkjh--g--kk---klkjk--jhg-hjkjhj---jhkjh--gjk--jk---jk--jkj--j---jhl--kk--jlk-kj--hg--fghghg---fhg-kjhgfghgf---hj---hj---hj--hj--hj--hjh--jh--gf-hgfg---ghjhjhg--hg-hjhghg---f--h--kk--klkjk---kjh--hjkjh--jhj---jhjkh---gjk--jk--jk--jk---jk---jkj--j---jhl--kk---jlk-kjh--hkh-ggf-ghjhghg---fhgh--hkh-gjhgf---fghghgfg--gf,,https://digi.vatlib.it/view/MSS_Vat.lat.5319/76
2565,Circumdederunt me gemitus mortis dolores inferni,g00631,5,,,F-Pn : NAL 01414,,012v,,,,feast_0473,genre_in,,http://musmed.eu/source/28426,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,fh--h--h--h--hghg---f---hk--g--kk---kl--k---k--klk--kj---hg--hj--j---hkj--klkg--hkjk--hkg-gf--f---fh-gihf---fh---h---hgh--h--h--gh--fgh--h---hghf--f---f--hg--hk--klgh---hg--k--klh---h---kk--k--klk--ki---hg---hk--k---k--ik---hkg-gfg--gf---fghgh-kkgh--ghg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b525113345/f30.image
2572,Circumdederunt me gemitus mortis dolores inferni,g00631,,,,D-B : Ms mus 40078,,034r,,,,feast_0473,genre_in,,http://musmed.eu/source/8817,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,fh--h--h--h--hg-gghg---f---hk--g--kk---kl--k---k--klk--kjk---g--hk--k---kh--klkg--hkjk--hkg-gf--f---fh-gihf---fh---h---hgh--h--h--gh--fgh--h---hgihf--f---f--ghg--h-kkl--klgh---hg--kk--klh---h---kk--k--klk--kik---g---hk--k---kh--kk---hkg-gfg--gf---ffhgh-kkgh--ghgf---fghgfg--gf,,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN782404677&PHYSID=PHYS_0071&DMDID=DMDLOG_0001
2573,Circumdederunt me gemitus mortis dolores inferni,g00631,,,,F-G : Ms 0084 (Ms. 395 Rés.),,103r,,,,feast_0473,genre_in,,http://musmed.eu/source/10075,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,fh--h--h--h--hg-gh---f---hk--h--kk---kl--k---k--klk--kj---hg--hk--k---k--klkh--hkjk--hj-ggf--f---fh-gjhf---fh---h---hgh--h--h--gh--fgh--h---hghf--f---f--hg--hkl--kl-gh---hg--k--klh---h---kk--k--klk--kj---hg---hk--k---k--jk---hk-ggfg--gf---fghgh-kkgh--ghg---fghgfg--gf,,https://gallica.bnf.fr/ark:/12148/btv1b10670666x/f211.item
